decision_week,source_observation_month,release_date,release_date_status,decision_cutoff,filtered_state_0_probability,filtered_state_1_probability,filtered_high_risk_probability,readiness_maturity_date,monthly_transitions_to_maturity,lead_time_state_0_probability,lead_time_state_1_probability,lead_time_high_risk_probability,timing_valid,transition_basis,weekly_transition_matrix_applications,risk_information_source,risk_interpretation
2019-05-20,2019-03-01,2019-04-30,assumed_conservative_full_month_lag,2019-05-20,0.9999999999700449,2.9955097050881107e-11,2.9955097050881107e-11,2019-07-15,4,0.8838746958179832,0.11612530418201687,0.11612530418201687,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-05-27,2019-03-01,2019-04-30,assumed_conservative_full_month_lag,2019-05-27,0.9999999999700449,2.9955097050881107e-11,2.9955097050881107e-11,2019-07-22,4,0.8838746958179832,0.11612530418201687,0.11612530418201687,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-06-03,2019-04-01,2019-05-31,assumed_conservative_full_month_lag,2019-06-03,0.9999999999929877,7.012328959430348e-12,7.012328959430348e-12,2019-07-29,3,0.884965894985124,0.11503410501487622,0.11503410501487622,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-06-10,2019-04-01,2019-05-31,assumed_conservative_full_month_lag,2019-06-10,0.9999999999929877,7.012328959430348e-12,7.012328959430348e-12,2019-08-05,4,0.8838746958180476,0.11612530418195266,0.11612530418195266,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-06-17,2019-04-01,2019-05-31,assumed_conservative_full_month_lag,2019-06-17,0.9999999999929877,7.012328959430348e-12,7.012328959430348e-12,2019-08-12,4,0.8838746958180476,0.11612530418195266,0.11612530418195266,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-06-24,2019-04-01,2019-05-31,assumed_conservative_full_month_lag,2019-06-24,0.9999999999929877,7.012328959430348e-12,7.012328959430348e-12,2019-08-19,4,0.8838746958180476,0.11612530418195266,0.11612530418195266,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-07-01,2019-05-01,2019-06-30,assumed_conservative_full_month_lag,2019-07-01,0.9999999998471233,1.5287661518192575e-10,1.5287661518192575e-10,2019-08-26,3,0.8849658949833489,0.11503410501665134,0.11503410501665134,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-07-08,2019-05-01,2019-06-30,assumed_conservative_full_month_lag,2019-07-08,0.9999999998471233,1.5287661518192575e-10,1.5287661518192575e-10,2019-09-02,4,0.8838746958176391,0.11612530418236096,0.11612530418236096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-07-15,2019-05-01,2019-06-30,assumed_conservative_full_month_lag,2019-07-15,0.9999999998471233,1.5287661518192575e-10,1.5287661518192575e-10,2019-09-09,4,0.8838746958176391,0.11612530418236096,0.11612530418236096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-07-22,2019-05-01,2019-06-30,assumed_conservative_full_month_lag,2019-07-22,0.9999999998471233,1.5287661518192575e-10,1.5287661518192575e-10,2019-09-16,4,0.8838746958176391,0.11612530418236096,0.11612530418236096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-07-29,2019-05-01,2019-06-30,assumed_conservative_full_month_lag,2019-07-29,0.9999999998471233,1.5287661518192575e-10,1.5287661518192575e-10,2019-09-23,4,0.8838746958176391,0.11612530418236096,0.11612530418236096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-08-05,2019-06-01,2019-07-31,assumed_conservative_full_month_lag,2019-08-05,0.9999999999635061,3.649393779772515e-11,3.649393779772515e-11,2019-09-30,3,0.8849658949847652,0.11503410501523499,0.11503410501523499,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-08-12,2019-06-01,2019-07-31,assumed_conservative_full_month_lag,2019-08-12,0.9999999999635061,3.649393779772515e-11,3.649393779772515e-11,2019-10-07,4,0.883874695817965,0.11612530418203518,0.11612530418203518,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-08-19,2019-06-01,2019-07-31,assumed_conservative_full_month_lag,2019-08-19,0.9999999999635061,3.649393779772515e-11,3.649393779772515e-11,2019-10-14,4,0.883874695817965,0.11612530418203518,0.11612530418203518,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-08-26,2019-06-01,2019-07-31,assumed_conservative_full_month_lag,2019-08-26,0.9999999999635061,3.649393779772515e-11,3.649393779772515e-11,2019-10-21,4,0.883874695817965,0.11612530418203518,0.11612530418203518,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-09-02,2019-07-01,2019-08-31,assumed_conservative_full_month_lag,2019-09-02,0.9999999999792638,2.0736228353101194e-11,2.0736228353101194e-11,2019-10-28,3,0.8849658949849569,0.11503410501504323,0.11503410501504323,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-09-09,2019-07-01,2019-08-31,assumed_conservative_full_month_lag,2019-09-09,0.9999999999792638,2.0736228353101194e-11,2.0736228353101194e-11,2019-11-04,4,0.883874695818009,0.11612530418199107,0.11612530418199107,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-09-16,2019-07-01,2019-08-31,assumed_conservative_full_month_lag,2019-09-16,0.9999999999792638,2.0736228353101194e-11,2.0736228353101194e-11,2019-11-11,4,0.883874695818009,0.11612530418199107,0.11612530418199107,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-09-23,2019-07-01,2019-08-31,assumed_conservative_full_month_lag,2019-09-23,0.9999999999792638,2.0736228353101194e-11,2.0736228353101194e-11,2019-11-18,4,0.883874695818009,0.11612530418199107,0.11612530418199107,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-09-30,2019-08-01,2019-09-30,assumed_conservative_full_month_lag,2019-09-30,0.9999999999778709,2.212911054112552e-11,2.212911054112552e-11,2019-11-25,3,0.88496589498494,0.11503410501506017,0.11503410501506017,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-10-07,2019-08-01,2019-09-30,assumed_conservative_full_month_lag,2019-10-07,0.9999999999778709,2.212911054112552e-11,2.212911054112552e-11,2019-12-02,4,0.8838746958180052,0.11612530418199497,0.11612530418199497,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-10-14,2019-08-01,2019-09-30,assumed_conservative_full_month_lag,2019-10-14,0.9999999999778709,2.212911054112552e-11,2.212911054112552e-11,2019-12-09,4,0.8838746958180052,0.11612530418199497,0.11612530418199497,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-10-21,2019-08-01,2019-09-30,assumed_conservative_full_month_lag,2019-10-21,0.9999999999778709,2.212911054112552e-11,2.212911054112552e-11,2019-12-16,4,0.8838746958180052,0.11612530418199497,0.11612530418199497,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-10-28,2019-08-01,2019-09-30,assumed_conservative_full_month_lag,2019-10-28,0.9999999999778709,2.212911054112552e-11,2.212911054112552e-11,2019-12-23,4,0.8838746958180052,0.11612530418199497,0.11612530418199497,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-11-04,2019-09-01,2019-10-31,assumed_conservative_full_month_lag,2019-11-04,0.9999999999922323,7.76771706446405e-12,7.76771706446405e-12,2019-12-30,3,0.8849658949851148,0.11503410501488541,0.11503410501488541,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-11-11,2019-09-01,2019-10-31,assumed_conservative_full_month_lag,2019-11-11,0.9999999999922323,7.76771706446405e-12,7.76771706446405e-12,2020-01-06,4,0.8838746958180455,0.11612530418195477,0.11612530418195477,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-11-18,2019-09-01,2019-10-31,assumed_conservative_full_month_lag,2019-11-18,0.9999999999922323,7.76771706446405e-12,7.76771706446405e-12,2020-01-13,4,0.8838746958180455,0.11612530418195477,0.11612530418195477,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-11-25,2019-09-01,2019-10-31,assumed_conservative_full_month_lag,2019-11-25,0.9999999999922323,7.76771706446405e-12,7.76771706446405e-12,2020-01-20,4,0.8838746958180455,0.11612530418195477,0.11612530418195477,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-12-02,2019-10-01,2019-11-30,assumed_conservative_full_month_lag,2019-12-02,0.9999999999896685,1.0331562799247054e-11,1.0331562799247054e-11,2020-01-27,3,0.8849658949850836,0.11503410501491661,0.11503410501491661,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-12-09,2019-10-01,2019-11-30,assumed_conservative_full_month_lag,2019-12-09,0.9999999999896685,1.0331562799247054e-11,1.0331562799247054e-11,2020-02-03,4,0.8838746958180382,0.11612530418196194,0.11612530418196194,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-12-16,2019-10-01,2019-11-30,assumed_conservative_full_month_lag,2019-12-16,0.9999999999896685,1.0331562799247054e-11,1.0331562799247054e-11,2020-02-10,4,0.8838746958180382,0.11612530418196194,0.11612530418196194,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-12-23,2019-10-01,2019-11-30,assumed_conservative_full_month_lag,2019-12-23,0.9999999999896685,1.0331562799247054e-11,1.0331562799247054e-11,2020-02-17,4,0.8838746958180382,0.11612530418196194,0.11612530418196194,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2019-12-30,2019-10-01,2019-11-30,assumed_conservative_full_month_lag,2019-12-30,0.9999999999896685,1.0331562799247054e-11,1.0331562799247054e-11,2020-02-24,4,0.8838746958180382,0.11612530418196194,0.11612530418196194,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-01-06,2019-11-01,2019-12-31,assumed_conservative_full_month_lag,2020-01-06,0.9999999999542928,4.570723514173187e-11,4.570723514173187e-11,2020-03-02,4,0.8838746958179392,0.11612530418206096,0.11612530418206096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-01-13,2019-11-01,2019-12-31,assumed_conservative_full_month_lag,2020-01-13,0.9999999999542928,4.570723514173187e-11,4.570723514173187e-11,2020-03-09,4,0.8838746958179392,0.11612530418206096,0.11612530418206096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-01-20,2019-11-01,2019-12-31,assumed_conservative_full_month_lag,2020-01-20,0.9999999999542928,4.570723514173187e-11,4.570723514173187e-11,2020-03-16,4,0.8838746958179392,0.11612530418206096,0.11612530418206096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-01-27,2019-11-01,2019-12-31,assumed_conservative_full_month_lag,2020-01-27,0.9999999999542928,4.570723514173187e-11,4.570723514173187e-11,2020-03-23,4,0.8838746958179392,0.11612530418206096,0.11612530418206096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-02-03,2019-12-01,2020-01-31,assumed_conservative_full_month_lag,2020-02-03,0.9999999999925069,7.493031328236902e-12,7.493031328236902e-12,2020-03-30,3,0.8849658949851181,0.11503410501488207,0.11503410501488207,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-02-10,2019-12-01,2020-01-31,assumed_conservative_full_month_lag,2020-02-10,0.9999999999925069,7.493031328236902e-12,7.493031328236902e-12,2020-04-06,4,0.8838746958180461,0.116125304181954,0.116125304181954,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-02-17,2019-12-01,2020-01-31,assumed_conservative_full_month_lag,2020-02-17,0.9999999999925069,7.493031328236902e-12,7.493031328236902e-12,2020-04-13,4,0.8838746958180461,0.116125304181954,0.116125304181954,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-02-24,2019-12-01,2020-01-31,assumed_conservative_full_month_lag,2020-02-24,0.9999999999925069,7.493031328236902e-12,7.493031328236902e-12,2020-04-20,4,0.8838746958180461,0.116125304181954,0.116125304181954,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-03-02,2020-01-01,2020-02-29,assumed_conservative_full_month_lag,2020-03-02,0.0,1.0,1.0,2020-04-27,3,0.8727962333989906,0.1272037666010096,0.1272037666010096,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-03-09,2020-01-01,2020-02-29,assumed_conservative_full_month_lag,2020-03-09,0.0,1.0,1.0,2020-05-04,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-03-16,2020-01-01,2020-02-29,assumed_conservative_full_month_lag,2020-03-16,0.0,1.0,1.0,2020-05-11,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-03-23,2020-01-01,2020-02-29,assumed_conservative_full_month_lag,2020-03-23,0.0,1.0,1.0,2020-05-18,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-03-30,2020-01-01,2020-02-29,assumed_conservative_full_month_lag,2020-03-30,0.0,1.0,1.0,2020-05-25,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-04-06,2020-02-01,2020-03-31,assumed_conservative_full_month_lag,2020-04-06,0.0,1.0,1.0,2020-06-01,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-04-13,2020-02-01,2020-03-31,assumed_conservative_full_month_lag,2020-04-13,0.0,1.0,1.0,2020-06-08,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-04-20,2020-02-01,2020-03-31,assumed_conservative_full_month_lag,2020-04-20,0.0,1.0,1.0,2020-06-15,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-04-27,2020-02-01,2020-03-31,assumed_conservative_full_month_lag,2020-04-27,0.0,1.0,1.0,2020-06-22,4,0.8810754695685362,0.11892453043146393,0.11892453043146393,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-05-04,2020-03-01,2020-04-30,assumed_conservative_full_month_lag,2020-05-04,0.9999999999557394,4.4260575968167195e-11,4.4260575968167195e-11,2020-06-29,3,0.8849658949846706,0.1150341050153295,0.1150341050153295,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-05-11,2020-03-01,2020-04-30,assumed_conservative_full_month_lag,2020-05-11,0.9999999999557394,4.4260575968167195e-11,4.4260575968167195e-11,2020-07-06,4,0.8838746958179432,0.11612530418205691,0.11612530418205691,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-05-18,2020-03-01,2020-04-30,assumed_conservative_full_month_lag,2020-05-18,0.9999999999557394,4.4260575968167195e-11,4.4260575968167195e-11,2020-07-13,4,0.8838746958179432,0.11612530418205691,0.11612530418205691,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-05-25,2020-03-01,2020-04-30,assumed_conservative_full_month_lag,2020-05-25,0.9999999999557394,4.4260575968167195e-11,4.4260575968167195e-11,2020-07-20,4,0.8838746958179432,0.11612530418205691,0.11612530418205691,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-06-01,2020-04-01,2020-05-31,assumed_conservative_full_month_lag,2020-06-01,0.9999999999831706,1.682938204459478e-11,1.682938204459478e-11,2020-07-27,3,0.8849658949850044,0.11503410501499568,0.11503410501499568,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-06-08,2020-04-01,2020-05-31,assumed_conservative_full_month_lag,2020-06-08,0.9999999999831706,1.682938204459478e-11,1.682938204459478e-11,2020-08-03,4,0.8838746958180199,0.11612530418198012,0.11612530418198012,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-06-15,2020-04-01,2020-05-31,assumed_conservative_full_month_lag,2020-06-15,0.9999999999831706,1.682938204459478e-11,1.682938204459478e-11,2020-08-10,4,0.8838746958180199,0.11612530418198012,0.11612530418198012,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-06-22,2020-04-01,2020-05-31,assumed_conservative_full_month_lag,2020-06-22,0.9999999999831706,1.682938204459478e-11,1.682938204459478e-11,2020-08-17,4,0.8838746958180199,0.11612530418198012,0.11612530418198012,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-06-29,2020-04-01,2020-05-31,assumed_conservative_full_month_lag,2020-06-29,0.9999999999831706,1.682938204459478e-11,1.682938204459478e-11,2020-08-24,4,0.8838746958180199,0.11612530418198012,0.11612530418198012,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-07-06,2020-05-01,2020-06-30,assumed_conservative_full_month_lag,2020-07-06,0.9999999999878459,1.2154111027069668e-11,1.2154111027069668e-11,2020-08-31,3,0.8849658949850614,0.1150341050149388,0.1150341050149388,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-07-13,2020-05-01,2020-06-30,assumed_conservative_full_month_lag,2020-07-13,0.9999999999878459,1.2154111027069668e-11,1.2154111027069668e-11,2020-09-07,4,0.8838746958180331,0.11612530418196705,0.11612530418196705,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-07-20,2020-05-01,2020-06-30,assumed_conservative_full_month_lag,2020-07-20,0.9999999999878459,1.2154111027069668e-11,1.2154111027069668e-11,2020-09-14,4,0.8838746958180331,0.11612530418196705,0.11612530418196705,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-07-27,2020-05-01,2020-06-30,assumed_conservative_full_month_lag,2020-07-27,0.9999999999878459,1.2154111027069668e-11,1.2154111027069668e-11,2020-09-21,4,0.8838746958180331,0.11612530418196705,0.11612530418196705,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-08-03,2020-06-01,2020-07-31,assumed_conservative_full_month_lag,2020-08-03,0.999999999989344,1.065603008749833e-11,1.065603008749833e-11,2020-09-28,3,0.8849658949850796,0.11503410501492055,0.11503410501492055,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-08-10,2020-06-01,2020-07-31,assumed_conservative_full_month_lag,2020-08-10,0.999999999989344,1.065603008749833e-11,1.065603008749833e-11,2020-10-05,4,0.8838746958180372,0.11612530418196285,0.11612530418196285,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-08-17,2020-06-01,2020-07-31,assumed_conservative_full_month_lag,2020-08-17,0.999999999989344,1.065603008749833e-11,1.065603008749833e-11,2020-10-12,4,0.8838746958180372,0.11612530418196285,0.11612530418196285,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-08-24,2020-06-01,2020-07-31,assumed_conservative_full_month_lag,2020-08-24,0.999999999989344,1.065603008749833e-11,1.065603008749833e-11,2020-10-19,4,0.8838746958180372,0.11612530418196285,0.11612530418196285,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-08-31,2020-07-01,2020-08-31,assumed_conservative_full_month_lag,2020-08-31,0.9999999999826399,1.7360039330876677e-11,1.7360039330876677e-11,2020-10-26,3,0.884965894984998,0.11503410501500215,0.11503410501500215,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-09-07,2020-07-01,2020-08-31,assumed_conservative_full_month_lag,2020-09-07,0.9999999999826399,1.7360039330876677e-11,1.7360039330876677e-11,2020-11-02,4,0.8838746958180186,0.11612530418198162,0.11612530418198162,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-09-14,2020-07-01,2020-08-31,assumed_conservative_full_month_lag,2020-09-14,0.9999999999826399,1.7360039330876677e-11,1.7360039330876677e-11,2020-11-09,4,0.8838746958180186,0.11612530418198162,0.11612530418198162,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-09-21,2020-07-01,2020-08-31,assumed_conservative_full_month_lag,2020-09-21,0.9999999999826399,1.7360039330876677e-11,1.7360039330876677e-11,2020-11-16,4,0.8838746958180186,0.11612530418198162,0.11612530418198162,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-09-28,2020-07-01,2020-08-31,assumed_conservative_full_month_lag,2020-09-28,0.9999999999826399,1.7360039330876677e-11,1.7360039330876677e-11,2020-11-23,4,0.8838746958180186,0.11612530418198162,0.11612530418198162,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-10-05,2020-08-01,2020-09-30,assumed_conservative_full_month_lag,2020-10-05,0.9999999999802706,1.9729471336037737e-11,1.9729471336037737e-11,2020-11-30,3,0.8849658949849691,0.11503410501503097,0.11503410501503097,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-10-12,2020-08-01,2020-09-30,assumed_conservative_full_month_lag,2020-10-12,0.9999999999802706,1.9729471336037737e-11,1.9729471336037737e-11,2020-12-07,4,0.8838746958180119,0.11612530418198826,0.11612530418198826,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-10-19,2020-08-01,2020-09-30,assumed_conservative_full_month_lag,2020-10-19,0.9999999999802706,1.9729471336037737e-11,1.9729471336037737e-11,2020-12-14,4,0.8838746958180119,0.11612530418198826,0.11612530418198826,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
2020-10-26,2020-08-01,2020-09-30,assumed_conservative_full_month_lag,2020-10-26,0.9999999999802706,1.9729471336037737e-11,1.9729471336037737e-11,2020-12-21,4,0.8838746958180119,0.11612530418198826,0.11612530418198826,True,calendar_month_boundaries_from_source_to_maturity,0,released_hmm_filter,geopolitical risk state; not closure probability
